,job_title,salary_usd,experience_level,employment_type,company_location,company_size,required_skills,education_required,years_experience,industry,company_name,post_date,year,remote_category
7012,Machine Learning Engineer,270089,EX,CT,Denmark,M,"TensorFlow, Python, Azure",Master,12,Healthcare,Advanced Robotics,2024-08-16,2024,Remote
7013,Principal Data Scientist,52287,EN,PT,Austria,M,"Scala, TensorFlow, Statistics",Bachelor,1,Government,Predictive Systems,2024-06-27,2024,On-Site
7014,Head of AI,119633,SE,FL,Germany,L,"PyTorch, Kubernetes, Azure, Python",PhD,7,Transportation,Quantum Computing Inc,2024-07-23,2024,On-Site
7015,AI Consultant,145267,SE,CT,Netherlands,L,"NLP, Docker, Scala, MLOps, SQL",Master,6,Consulting,Cognitive Computing,2024-09-23,2024,Remote
7016,ML Ops Engineer,132273,EX,PT,Japan,S,"Git, NLP, SQL, Python",PhD,13,Finance,Autonomous Tech,2025-03-04,2025,On-Site
7017,AI Architect,126627,EX,FL,China,L,"Python, Deep Learning, R",Bachelor,16,Media,DataVision Ltd,2025-03-05,2025,On-Site
7018,NLP Engineer,324312,EX,PT,Norway,M,"Mathematics, Docker, Tableau, Python, AWS",Master,15,Retail,TechCorp Inc,2024-10-19,2024,Remote
7019,AI Software Engineer,102549,SE,FL,France,M,"Python, TensorFlow, GCP, SQL, Scala",Master,7,Gaming,DeepTech Ventures,2024-01-09,2024,Remote
7020,Computer Vision Engineer,71252,EN,CT,United Kingdom,L,"SQL, Deep Learning, PyTorch, Hadoop, Computer Vision",Associate,1,Technology,Predictive Systems,2024-08-06,2024,On-Site
7021,AI Research Scientist,292604,EX,FL,Australia,L,"Kubernetes, Scala, Java, Docker, Azure",Associate,14,Media,Machine Intelligence Group,2025-04-05,2025,Hybrid
7022,Autonomous Systems Engineer,109995,SE,CT,Singapore,M,"SQL, Kubernetes, TensorFlow, Azure, Java",PhD,8,Energy,AI Innovations,2025-03-21,2025,On-Site
7023,Data Engineer,97808,MI,CT,France,M,"MLOps, PyTorch, Spark, TensorFlow, Linux",Associate,4,Finance,AI Innovations,2025-04-01,2025,Hybrid
7024,Data Scientist,55495,EN,PT,South Korea,M,"Statistics, MLOps, Kubernetes, Python, TensorFlow",Bachelor,0,Technology,Autonomous Tech,2024-03-17,2024,Remote
7025,Machine Learning Researcher,101027,MI,FT,France,M,"Data Visualization, PyTorch, NLP",Master,3,Telecommunications,DeepTech Ventures,2024-03-08,2024,On-Site
7026,AI Specialist,115661,EX,CT,Israel,M,"Git, Python, Java, NLP, Scala",PhD,10,Consulting,Cloud AI Solutions,2025-01-06,2025,Remote
7027,NLP Engineer,71060,MI,FT,India,L,"PyTorch, NLP, TensorFlow, Tableau, Scala",PhD,4,Transportation,DeepTech Ventures,2025-04-08,2025,On-Site
7028,AI Architect,78433,SE,PT,Austria,M,"Python, Data Visualization, Computer Vision, TensorFlow, Scala",Bachelor,6,Telecommunications,Cloud AI Solutions,2024-10-26,2024,Remote
7029,Robotics Engineer,243039,EX,PT,Australia,L,"Java, Python, NLP",Bachelor,15,Healthcare,Cloud AI Solutions,2024-03-30,2024,Remote
7030,Machine Learning Engineer,53669,MI,FL,China,S,"Linux, Azure, Java, Spark, NLP",PhD,3,Energy,Quantum Computing Inc,2024-12-21,2024,Remote
7031,Research Scientist,49963,EN,FL,China,L,"MLOps, Tableau, Python, Docker, NLP",Associate,1,Retail,DataVision Ltd,2024-03-07,2024,Hybrid
7032,NLP Engineer,63638,MI,PT,Finland,M,"Tableau, Kubernetes, Data Visualization, Computer Vision",Bachelor,3,Real Estate,Digital Transformation LLC,2024-03-07,2024,Hybrid
7033,AI Product Manager,156716,EX,FT,Canada,S,"Java, Hadoop, Git, Kubernetes, Python",Associate,10,Telecommunications,Digital Transformation LLC,2024-09-11,2024,On-Site
7034,AI Consultant,108388,SE,FL,Australia,M,"Docker, Azure, Python",Master,9,Energy,Algorithmic Solutions,2024-02-15,2024,On-Site
7035,AI Product Manager,167576,EX,FL,Germany,S,"Docker, PyTorch, Spark",PhD,15,Automotive,DataVision Ltd,2025-01-29,2025,Hybrid
7036,AI Software Engineer,66838,MI,FL,South Korea,S,"Git, PyTorch, Hadoop, Statistics, Mathematics",PhD,3,Media,AI Innovations,2025-01-14,2025,Remote
7037,Machine Learning Researcher,80366,MI,PT,Canada,L,"PyTorch, TensorFlow, Mathematics, SQL, Kubernetes",PhD,2,Automotive,DataVision Ltd,2024-10-04,2024,Remote
7038,Computer Vision Engineer,133070,MI,FL,Netherlands,L,"Python, Deep Learning, Git",PhD,3,Transportation,DeepTech Ventures,2024-11-09,2024,Hybrid
7039,Data Scientist,137417,SE,FL,Netherlands,S,"GCP, Hadoop, Kubernetes, Scala, Azure",Master,9,Gaming,Future Systems,2024-01-23,2024,Hybrid
7040,Machine Learning Engineer,283158,EX,FT,Denmark,M,"Hadoop, Linux, Java, Scala",PhD,16,Real Estate,Neural Networks Co,2024-09-19,2024,On-Site
7041,Deep Learning Engineer,110081,SE,PT,Canada,S,"Java, Deep Learning, Tableau, Scala, TensorFlow",PhD,8,Automotive,Neural Networks Co,2025-04-12,2025,Hybrid
7042,Computer Vision Engineer,176731,SE,CT,Switzerland,M,"Linux, Data Visualization, Computer Vision, Kubernetes",PhD,9,Finance,Autonomous Tech,2025-01-03,2025,On-Site
7043,Head of AI,86482,SE,FL,Japan,S,"R, AWS, SQL, PyTorch",Bachelor,5,Automotive,Quantum Computing Inc,2025-04-15,2025,Remote
7044,AI Research Scientist,131033,SE,FT,United States,S,"AWS, R, Scala, Git",Master,6,Transportation,TechCorp Inc,2024-08-18,2024,Remote
7045,AI Specialist,292884,EX,CT,Switzerland,L,"NLP, SQL, GCP, Computer Vision, Python",Master,11,Consulting,Smart Analytics,2024-12-25,2024,Remote
7046,Principal Data Scientist,167334,EX,CT,Netherlands,M,"Python, Mathematics, Computer Vision, Java, Scala",Bachelor,16,Finance,Autonomous Tech,2024-07-11,2024,Hybrid
7047,ML Ops Engineer,74333,EN,FL,Netherlands,M,"Linux, Java, Hadoop, GCP, Deep Learning",Associate,1,Gaming,Future Systems,2024-05-26,2024,Remote
7048,Machine Learning Researcher,85937,MI,FT,India,L,"Java, Scala, Deep Learning, AWS",Bachelor,4,Energy,Advanced Robotics,2024-07-20,2024,On-Site
7049,Deep Learning Engineer,111245,SE,CT,Israel,L,"Git, Hadoop, Deep Learning, MLOps",Bachelor,9,Telecommunications,TechCorp Inc,2024-08-18,2024,Remote
7050,Principal Data Scientist,76286,MI,FT,China,M,"TensorFlow, Java, Python, Hadoop, AWS",Associate,4,Telecommunications,TechCorp Inc,2024-07-29,2024,Remote
7051,Head of AI,236052,EX,FL,Canada,M,"SQL, PyTorch, TensorFlow, AWS, R",PhD,14,Education,AI Innovations,2024-11-21,2024,Remote
7052,Data Scientist,126420,SE,PT,France,S,"Data Visualization, PyTorch, Statistics",Associate,9,Healthcare,TechCorp Inc,2025-02-14,2025,Remote
7053,Machine Learning Researcher,128469,MI,FL,Netherlands,L,"Scala, Statistics, TensorFlow",Bachelor,4,Finance,Advanced Robotics,2024-12-05,2024,Remote
7054,AI Software Engineer,105132,SE,FT,Japan,M,"Git, Kubernetes, Mathematics",Master,9,Telecommunications,Cognitive Computing,2024-07-01,2024,On-Site
7055,AI Architect,168657,EX,FT,United Kingdom,S,"GCP, Deep Learning, Python, R",Bachelor,14,Consulting,DeepTech Ventures,2024-05-08,2024,Hybrid
7056,Deep Learning Engineer,101326,SE,CT,India,M,"Mathematics, Deep Learning, Scala",Bachelor,8,Real Estate,DataVision Ltd,2024-06-29,2024,Hybrid
7057,AI Consultant,66355,MI,FT,France,S,"Python, SQL, Deep Learning",Associate,2,Technology,Smart Analytics,2024-12-11,2024,Hybrid
7058,Principal Data Scientist,48920,EN,FL,Germany,S,"Scala, R, Linux, Mathematics",Bachelor,0,Retail,Cloud AI Solutions,2024-08-03,2024,Hybrid
7059,ML Ops Engineer,46233,EN,CT,Austria,M,"Hadoop, Git, Data Visualization, Linux, Kubernetes",Bachelor,1,Energy,Algorithmic Solutions,2024-10-09,2024,On-Site
7060,Data Analyst,127606,SE,PT,Sweden,S,"Computer Vision, Python, Linux, TensorFlow, Tableau",Associate,7,Technology,Cognitive Computing,2024-09-23,2024,Remote
7061,Machine Learning Researcher,94091,SE,CT,Sweden,S,"Python, Mathematics, R, AWS",Bachelor,7,Consulting,Predictive Systems,2025-01-08,2025,On-Site
7062,ML Ops Engineer,39594,EN,FL,China,S,"Python, Java, MLOps, Computer Vision, SQL",Associate,1,Government,Future Systems,2024-09-26,2024,On-Site
7063,Autonomous Systems Engineer,178634,EX,FL,United Kingdom,S,"TensorFlow, Java, Hadoop",Master,11,Healthcare,Algorithmic Solutions,2024-10-16,2024,Hybrid
7064,Principal Data Scientist,128396,SE,FL,Netherlands,M,"Scala, Data Visualization, Git, SQL",PhD,5,Telecommunications,Future Systems,2024-06-04,2024,Remote
7065,Machine Learning Researcher,106597,SE,FT,Japan,M,"Mathematics, Statistics, TensorFlow",PhD,6,Finance,Autonomous Tech,2024-09-26,2024,Hybrid
7066,ML Ops Engineer,172671,EX,PT,Ireland,L,"Computer Vision, Hadoop, Linux, Statistics",Bachelor,13,Finance,DataVision Ltd,2024-03-11,2024,Remote
7067,Research Scientist,84638,SE,CT,Ireland,M,"Python, Data Visualization, Spark, Computer Vision",Master,7,Transportation,Future Systems,2024-03-23,2024,On-Site
7068,Computer Vision Engineer,118399,SE,FL,South Korea,L,"Spark, Data Visualization, AWS",Master,9,Government,Neural Networks Co,2024-01-07,2024,Remote
7069,AI Product Manager,182387,SE,FL,Switzerland,L,"Linux, SQL, AWS, Hadoop",PhD,6,Manufacturing,Algorithmic Solutions,2024-01-27,2024,Remote
7070,Data Analyst,98982,MI,CT,Netherlands,L,"TensorFlow, Python, AWS, Linux, Tableau",Bachelor,2,Energy,TechCorp Inc,2025-02-15,2025,Hybrid
7071,Data Analyst,305527,EX,PT,Switzerland,L,"R, Kubernetes, Git, Deep Learning",Master,14,Automotive,Smart Analytics,2024-11-20,2024,Hybrid
7072,Robotics Engineer,115752,SE,FT,Netherlands,S,"Scala, SQL, Tableau, Data Visualization, MLOps",PhD,8,Real Estate,Quantum Computing Inc,2024-12-02,2024,On-Site
7073,ML Ops Engineer,186923,SE,FL,Norway,M,"R, SQL, Git, Kubernetes, Mathematics",Master,9,Retail,Neural Networks Co,2024-08-27,2024,Remote
7074,NLP Engineer,74394,MI,CT,Finland,L,"Tableau, Linux, Kubernetes, Git, Scala",Associate,2,Consulting,AI Innovations,2025-01-28,2025,Hybrid
7075,Autonomous Systems Engineer,62840,EN,CT,Norway,S,"Linux, Deep Learning, R, NLP",Master,1,Finance,AI Innovations,2024-03-18,2024,Hybrid
7076,Data Analyst,200226,EX,PT,Canada,S,"Kubernetes, Statistics, R, Python",Associate,10,Technology,Machine Intelligence Group,2025-04-05,2025,On-Site
7077,AI Software Engineer,119281,SE,FL,Sweden,S,"Data Visualization, GCP, Tableau",PhD,5,Transportation,Predictive Systems,2025-02-25,2025,Remote
7078,Principal Data Scientist,143657,SE,FL,Canada,M,"PyTorch, Python, Scala, Tableau",PhD,6,Education,Future Systems,2024-08-13,2024,Remote
7079,Principal Data Scientist,203968,EX,CT,Singapore,L,"R, Kubernetes, Statistics, Python",Master,17,Technology,Advanced Robotics,2025-01-24,2025,On-Site
7080,AI Research Scientist,156254,EX,PT,Israel,S,"Kubernetes, Data Visualization, SQL, GCP, AWS",PhD,10,Manufacturing,Autonomous Tech,2025-04-28,2025,On-Site
7081,Autonomous Systems Engineer,86273,EN,PT,Denmark,M,"MLOps, Python, Tableau",Master,0,Consulting,DeepTech Ventures,2024-11-19,2024,On-Site
7082,AI Product Manager,202653,SE,FT,United States,L,"PyTorch, Scala, Java",Master,6,Retail,Advanced Robotics,2024-11-27,2024,Hybrid
7083,Autonomous Systems Engineer,62786,EN,PT,South Korea,L,"TensorFlow, GCP, Scala, Kubernetes, Deep Learning",PhD,1,Healthcare,Advanced Robotics,2024-01-17,2024,On-Site
7084,AI Product Manager,87805,EX,FL,Japan,S,"Hadoop, Spark, Kubernetes, Computer Vision, Statistics",Associate,11,Energy,Smart Analytics,2024-05-23,2024,Remote
7085,Machine Learning Engineer,87965,EN,FT,United States,L,"Java, R, Mathematics",Bachelor,0,Gaming,Autonomous Tech,2025-04-17,2025,On-Site
7086,Data Engineer,89765,SE,FL,Austria,M,"Python, GCP, Scala, Docker, Git",Associate,6,Gaming,Algorithmic Solutions,2025-01-23,2025,Hybrid
7087,Deep Learning Engineer,42975,EN,FT,Finland,S,"Python, Hadoop, MLOps",PhD,1,Healthcare,AI Innovations,2025-01-28,2025,Remote
7088,Data Engineer,220287,EX,PT,Denmark,L,"R, Python, Kubernetes, Deep Learning, Git",PhD,10,Retail,Neural Networks Co,2024-05-05,2024,Hybrid
7089,Head of AI,63549,EN,FT,Germany,M,"Git, R, TensorFlow",Bachelor,1,Education,AI Innovations,2024-11-25,2024,Hybrid
7090,Head of AI,146613,SE,PT,Australia,M,"SQL, R, NLP",Master,6,Retail,Smart Analytics,2024-05-27,2024,Hybrid
7091,AI Software Engineer,63841,MI,CT,Finland,L,"GCP, Kubernetes, NLP",PhD,3,Consulting,Digital Transformation LLC,2024-04-28,2024,Hybrid
7092,Machine Learning Researcher,51605,EN,PT,Israel,L,"SQL, TensorFlow, Statistics",Master,1,Retail,AI Innovations,2024-01-30,2024,Remote
7093,AI Research Scientist,39309,EN,CT,Ireland,M,"SQL, R, GCP, MLOps, Computer Vision",Master,0,Government,TechCorp Inc,2025-02-27,2025,On-Site
7094,Data Analyst,210317,EX,FT,Denmark,S,"SQL, MLOps, PyTorch, Hadoop, TensorFlow",PhD,13,Automotive,Machine Intelligence Group,2024-05-05,2024,On-Site
7095,Machine Learning Researcher,91046,SE,CT,Finland,S,"Data Visualization, Java, Python",Associate,9,Automotive,Algorithmic Solutions,2025-04-23,2025,Hybrid
7096,Data Engineer,156656,SE,FL,Australia,L,"Java, Scala, Python",Bachelor,8,Government,AI Innovations,2024-04-03,2024,On-Site
7097,AI Consultant,172122,EX,PT,India,L,"NLP, Java, PyTorch, TensorFlow, Hadoop",Bachelor,13,Technology,Cognitive Computing,2024-01-27,2024,Remote
7098,Data Analyst,107496,MI,PT,United Kingdom,M,"Deep Learning, Git, Docker",Associate,4,Energy,Machine Intelligence Group,2024-01-30,2024,On-Site
7099,AI Specialist,191955,EX,FL,United States,S,"R, Statistics, Kubernetes, Scala, Computer Vision",PhD,12,Government,AI Innovations,2024-10-11,2024,Remote
7100,Deep Learning Engineer,224141,EX,FL,France,L,"NLP, Linux, PyTorch, Git, Scala",Master,18,Government,Cognitive Computing,2024-10-07,2024,On-Site
7101,Machine Learning Engineer,88109,EN,PT,Norway,S,"Linux, Statistics, Git, R, Computer Vision",Master,0,Retail,Cloud AI Solutions,2025-04-18,2025,Remote
7102,Robotics Engineer,123787,EX,PT,Finland,L,"Hadoop, Scala, Python, Docker",PhD,19,Real Estate,Algorithmic Solutions,2024-11-20,2024,On-Site
7103,Principal Data Scientist,84927,MI,PT,Netherlands,S,"GCP, TensorFlow, Git, NLP",Master,2,Government,Quantum Computing Inc,2024-02-18,2024,On-Site
7104,AI Consultant,80026,EN,FT,United States,L,"PyTorch, TensorFlow, Kubernetes, R",Master,1,Telecommunications,Advanced Robotics,2025-03-31,2025,On-Site
7105,NLP Engineer,114023,EX,PT,Finland,L,"Kubernetes, Java, SQL, Azure",Associate,14,Healthcare,Future Systems,2024-02-20,2024,Hybrid
7106,Data Scientist,46777,EN,PT,Ireland,S,"AWS, Scala, Tableau",Associate,0,Healthcare,Advanced Robotics,2024-01-04,2024,On-Site
7107,AI Consultant,206449,EX,FL,Australia,S,"SQL, Spark, Git",Bachelor,18,Transportation,Cognitive Computing,2025-01-09,2025,Remote
7108,AI Software Engineer,93005,SE,FT,France,S,"MLOps, Kubernetes, R",PhD,5,Gaming,Algorithmic Solutions,2025-03-07,2025,On-Site
7109,AI Product Manager,186425,EX,PT,United Kingdom,S,"Statistics, Kubernetes, Scala, Mathematics",Master,17,Real Estate,Machine Intelligence Group,2024-07-11,2024,Hybrid
7110,Autonomous Systems Engineer,198810,EX,FL,Ireland,L,"Kubernetes, Python, NLP",PhD,14,Energy,DeepTech Ventures,2024-10-24,2024,On-Site
7111,Robotics Engineer,267081,EX,FT,Sweden,L,"Scala, Azure, PyTorch, GCP",Master,17,Real Estate,Future Systems,2024-10-09,2024,Remote
7112,AI Specialist,93853,SE,PT,Finland,S,"PyTorch, Statistics, SQL, Docker",Bachelor,8,Retail,Advanced Robotics,2024-10-04,2024,Hybrid
7113,ML Ops Engineer,145969,SE,PT,Canada,L,"SQL, R, Computer Vision",PhD,9,Technology,Autonomous Tech,2024-03-22,2024,Hybrid
7114,NLP Engineer,133209,SE,CT,Singapore,M,"Kubernetes, Tableau, GCP, Mathematics",Master,8,Media,TechCorp Inc,2024-10-11,2024,Hybrid
7115,Data Analyst,84398,EN,FT,Switzerland,S,"Java, Hadoop, MLOps, R",Bachelor,0,Finance,Predictive Systems,2024-02-09,2024,On-Site
7116,NLP Engineer,188294,EX,FL,Switzerland,S,"Azure, PyTorch, Scala",Associate,14,Transportation,AI Innovations,2025-04-01,2025,Hybrid
7117,Data Analyst,158378,MI,FT,Norway,L,"GCP, Kubernetes, Azure, TensorFlow",Master,4,Media,Autonomous Tech,2024-08-30,2024,Remote
7118,Principal Data Scientist,95144,MI,FL,Sweden,M,"Statistics, Hadoop, SQL, Deep Learning",Associate,2,Telecommunications,Digital Transformation LLC,2024-10-21,2024,Remote
7119,Data Scientist,88939,SE,CT,Canada,S,"Azure, AWS, Mathematics, Scala",Bachelor,6,Retail,Predictive Systems,2024-01-30,2024,On-Site
7120,Machine Learning Engineer,67619,EN,CT,Denmark,M,"Docker, Git, Deep Learning",PhD,1,Transportation,Smart Analytics,2024-05-22,2024,Hybrid
7121,NLP Engineer,39377,EN,CT,Japan,S,"Tableau, AWS, Mathematics",PhD,0,Telecommunications,Algorithmic Solutions,2024-10-10,2024,Hybrid
7122,Research Scientist,47355,EN,CT,Ireland,S,"SQL, Statistics, MLOps, Python, Git",Bachelor,1,Media,TechCorp Inc,2024-01-16,2024,On-Site
7123,Data Scientist,156105,EX,CT,Japan,S,"GCP, Linux, Data Visualization",Master,14,Government,AI Innovations,2024-12-14,2024,Hybrid
7124,Data Scientist,56444,MI,FL,Austria,M,"Python, Computer Vision, Linux, Scala",Bachelor,3,Retail,Machine Intelligence Group,2024-02-18,2024,On-Site
7125,NLP Engineer,66872,MI,PT,Ireland,L,"Scala, PyTorch, SQL, Azure, Computer Vision",Associate,3,Consulting,Advanced Robotics,2024-08-05,2024,Hybrid
7126,Machine Learning Engineer,160879,SE,FT,Denmark,M,"Spark, Deep Learning, Tableau",Associate,6,Government,Algorithmic Solutions,2024-03-19,2024,On-Site
7127,Head of AI,91810,EN,CT,Denmark,M,"Hadoop, SQL, Mathematics",Associate,0,Technology,Advanced Robotics,2025-04-28,2025,On-Site
7128,NLP Engineer,106527,SE,PT,Australia,S,"TensorFlow, R, Statistics, Azure, Kubernetes",Associate,7,Media,Cognitive Computing,2025-02-28,2025,On-Site
7129,Principal Data Scientist,62825,MI,PT,South Korea,L,"R, Linux, Scala, GCP, Data Visualization",PhD,2,Consulting,Quantum Computing Inc,2024-08-24,2024,On-Site
7130,Machine Learning Engineer,198923,EX,PT,Australia,M,"TensorFlow, Mathematics, Tableau",Associate,11,Retail,Autonomous Tech,2025-01-24,2025,On-Site
7131,Data Engineer,113492,SE,PT,Sweden,M,"Kubernetes, Statistics, TensorFlow, Hadoop, MLOps",PhD,9,Media,Future Systems,2025-03-08,2025,Remote
7132,Data Scientist,74644,MI,CT,Sweden,M,"Java, MLOps, Hadoop",Bachelor,2,Automotive,DataVision Ltd,2025-02-23,2025,Hybrid
7133,AI Research Scientist,151340,SE,FL,France,L,"NLP, Scala, Data Visualization, Kubernetes",Bachelor,7,Retail,Autonomous Tech,2024-07-31,2024,On-Site
7134,AI Architect,40431,EN,FL,Austria,S,"Azure, Scala, Java",Associate,1,Automotive,AI Innovations,2024-06-03,2024,Hybrid
7135,NLP Engineer,57761,MI,PT,Ireland,M,"Computer Vision, Python, R, Deep Learning",Bachelor,4,Automotive,Autonomous Tech,2024-11-29,2024,Hybrid
7136,Head of AI,69973,EN,FL,Australia,M,"TensorFlow, Python, Tableau, Git, Mathematics",Associate,0,Media,Future Systems,2024-11-24,2024,On-Site
7137,Machine Learning Engineer,201637,EX,FL,Denmark,M,"Kubernetes, TensorFlow, Azure, Statistics, Deep Learning",Associate,10,Manufacturing,Neural Networks Co,2024-12-09,2024,Remote
7138,ML Ops Engineer,107015,MI,FT,France,L,"Python, Docker, Hadoop",Master,4,Healthcare,DeepTech Ventures,2025-02-02,2025,On-Site
7139,AI Specialist,85236,SE,PT,China,L,"NLP, TensorFlow, Statistics",PhD,7,Media,Future Systems,2024-05-25,2024,On-Site
7140,Principal Data Scientist,92507,MI,PT,Singapore,M,"GCP, SQL, Git, Tableau",PhD,2,Transportation,Quantum Computing Inc,2025-02-06,2025,Hybrid
7141,ML Ops Engineer,143699,EX,CT,Germany,S,"Git, MLOps, Deep Learning",Master,15,Technology,DeepTech Ventures,2024-06-26,2024,Hybrid
7142,NLP Engineer,156521,SE,PT,United States,L,"SQL, PyTorch, Tableau, Kubernetes",Associate,8,Finance,Future Systems,2025-01-18,2025,Remote
7143,Autonomous Systems Engineer,93777,EX,FT,India,S,"SQL, Git, PyTorch",PhD,16,Manufacturing,AI Innovations,2024-04-12,2024,Hybrid
7144,Robotics Engineer,223297,EX,PT,United States,L,"Python, TensorFlow, Computer Vision",Bachelor,15,Energy,DataVision Ltd,2024-06-09,2024,Hybrid
7145,Machine Learning Researcher,66587,MI,FL,Finland,S,"Python, Statistics, TensorFlow, PyTorch",Associate,2,Transportation,Cloud AI Solutions,2025-03-16,2025,Hybrid
7146,Principal Data Scientist,68223,EN,FL,Singapore,L,"Git, PyTorch, SQL, Kubernetes, Linux",Associate,1,Transportation,Neural Networks Co,2025-04-08,2025,On-Site
7147,Principal Data Scientist,80884,EN,PT,Denmark,M,"MLOps, Scala, NLP, Python",Bachelor,0,Manufacturing,Machine Intelligence Group,2024-07-25,2024,On-Site
7148,Autonomous Systems Engineer,87646,MI,FT,Australia,M,"Python, TensorFlow, NLP, Hadoop, Git",Associate,3,Automotive,Algorithmic Solutions,2024-01-04,2024,Hybrid
7149,AI Consultant,185517,EX,PT,China,L,"Statistics, Docker, MLOps, Java, Data Visualization",Master,16,Automotive,Machine Intelligence Group,2025-02-04,2025,Hybrid
7150,Machine Learning Engineer,149699,EX,CT,Germany,S,"Linux, Statistics, Deep Learning",Master,18,Media,Quantum Computing Inc,2024-01-01,2024,Remote
7151,Robotics Engineer,62040,EN,CT,France,S,"SQL, Python, AWS",Associate,0,Automotive,Cognitive Computing,2024-10-14,2024,Remote
